DAVCNA_ST;MATICNA_ST;OSA_ID;NAZIV;NASLOV;KRAJ;POSTNA_ST;regija;SKD_SIFRA;DEJAVNOST;DEJAVNOST ŠTEVILKA;SKIS;VELIKOST_SUBJEKTA;ST_ZAPOSLENIH;ST_ZAPOSLENIH<10;ST_ZAPOSLENIH_MED_10_IN_30;ST_ZAPOSLENIH MED 30 IN 100;ST_ZAPOSLENIH NAD 100;AKTUALNO_LETO;SCENARIJ;DATUM_UVOZA;Prihodki 2018; Prihodki 2017 ;Dobi?ek 2018;Dobi?ek 2017;Osnovna sredstva 2018;Osnovna sredstva 2017;Prejemki iz javnih sredstev 2018;Prejemki iz javnih sredstev 2017;Razlika v prihodkih 2018 ;Razlika v prihodkih 2017;Prihodki 2016;KOMENATR;Prihodki 2015;KOMENTAR;Dobi?ek 2016;KOMENTAR;Dobi?ek 2015;KOMENTAR;Osnovna sredstva 2016;Osnovna sredstva 2015
79863892;5095549;45019145;DOM DR. JANKA BENEDIKA RADOVLJICA;Šercerjeva ulica 35;Radovljica;4240;4;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;144;NE;NE;NE;DA;2018;1;30.05.2019;4201137;3904533;135.409,00;240.557,00;3985686;4237208;1675597,2;1568592,51;2.525.539,80;2.335.940,49;3839456;3839456;3650253;3650253;66632;66632;62386;228980;3046583,03;755807
89285743;2297752;68269509;IMPLANTOLOŠKI INŠTITUT d.o.o.;Brglezov štradon 15 C;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Majhne enote;5;DA;NE;NE;NE;2018;4;30.05.2019;1202039,25;1155525,4;2.374.672,46;1.935.327,65;2561861,45;2318147,81;88.088,50;84.126,87;1.113.950,75;1.071.398,53;1194563,15;1194563,15;977509,63;977509,63;1584719,57;1584719,57;1214925,6;999563;127644970;124327112
89128028;5054575;22033494;ZD KRŠKO;Cesta krških žrtev 132 C;Krško;8270;8;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;152;NE;NE;NE;DA;2018;1;30.05.2019;6882221;6160439;38045;-149850;5604294;5810099;4396741,08;4552381,28;2.485.479,92;1.608.057,72;6184078;6184078;5893984;5893984;212277;212277;235596;24128;46263,5;42891
30946034;1122517;22033458;SB M. SOBOTA;Ulica dr. Vrbnjaka 6;Murska Sobota;9000;9;Q86.100;Bolnišni?na zdravstvena dejavnost;2;S.13113;Velikost RS se ne izra?unava;1044;NE;NE;NE;DA;2018;1;30.05.2019;54017519;51894102;997.243,00;864.445,00;29071744;30246517;51613513,27;47197779,85;2.404.005,73;4.696.322,15;49563455;49563455;46383024;46383024;-655195;-655195;1221608;166591;44586606;41995976
64948315;1392123;45031915;DOM STAREJŠIH OB?ANOV TREBNJE;Stari trg 63;Trebnje;8210;8;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;109;NE;NE;NE;DA;2018;1;30.05.2019;4005857;3849822;-1982;59685;5989816;5968592;1658532,08;1574319,38;2.347.324,92;2.275.502,62;3762267;3762267;3687732;3687732;67613;67613;130391;6589,4;131834,33;125685,24
80407102;5865328;22033599;ENDOMED d.o.o.;Ipav?eva ulica 15;Celje;3000;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;6;DA;NE;NE;NE;2018;1;30.05.2019;771138,8;648702,25;2.017.080,51;1.809.985,17;2087909,15;1971413,2;570.525,62;460.610,04;200.613,18;188.092,21;644124,04;644124,04;602908;602908;1582495,69;1582495,69;1352786;902749;61055600;61237111
88946347;5500931;22033542;ZDRAVSTVENI DOM DOMŽALE;Mestni trg 2;Domžale;1230;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;221;NE;NE;NE;DA;2018;1;30.05.2019;10906896;10064712;477.124,00;163.978,00;8213505;7638800;8566622,12;8116065,71;2.340.273,88;1.948.646,29;10017312;10017312;9253184;9253184;421129;421129;486280;1061;10124761;9283667
51215837;1710133;45032091;HEON d.o.o.;Ukmarjeva ulica 2;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3,34;DA;NE;NE;NE;2018;1;30.05.2019;667398,6;677563,5;1.328.758,16;1.078.208,77;1402207,71;1145987,04;0;25,02;667.398,60;677.538,48;740166,14;740166,14;410882;410882;829423,86;829423,86;523971;-2328501;37047140;38161343
61326232;5227046;45018454;DSO Ljubljana Moste-Polje;Ob soto?ju 9;Ljubljana;1000;1;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;106;NE;NE;NE;DA;2018;1;30.05.2019;3491257;3433954;87.337,00;55.503,00;4467109;4347752;1175230,04;1404160,62;2.316.026,96;2.029.793,38;3475302;3475302;3418330;3418330;171128;171128;139576;42172;1127575,44;1370100
58152784;5105323;22033327;SB BREŽICE;?ernel?eva cesta 15;Brežice;8250;8;Q86.100;Bolnišni?na zdravstvena dejavnost;2;S.13113;Velikost RS se ne izra?unava;342;NE;NE;NE;DA;2018;1;30.05.2019;17475919;16734700;160394;-205308;9323000;9784561;15235602,99;14311938,35;2.240.316,01;2.422.761,65;15673786;15673786;15643968;15643968;-337905;-337905;269063;9636;5187706;5181548
27791050;1778439;45016261;DSO TEZNO;Panonska ulica 41;Maribor;2000;2;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;110;NE;NE;NE;DA;2018;1;30.05.2019;3646380;3583481;79.312,00;81.785,00;10193859;10264132;1435657,97;1392022,66;2.210.722,03;2.191.458,34;3524513;3524513;3616069;3616069;166696;166696;400959;147177,11;808064,32;593056,17
18613691;5159628;45020624;DOM STAREJŠIH OB?ANOV LJUBLJANA BEŽIGRAD;Komanova ulica 1;Ljubljana;1000;1;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;101;NE;NE;NE;DA;2018;1;30.05.2019;3643124;3503299;109.585,00;95.673,00;4279360;3680651;1443098,92;1395917,94;2.200.025,08;2.107.381,06;3426309;3426309;3283560;3283560;135443;135443;264418;0;8007,99;0
96539275;5049857;45019694;DOM STAREJŠIH OB?ANOV PREDDVOR;Poto?e 2;Preddvor;4205;4;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;118;NE;NE;NE;DA;2018;1;30.05.2019;3954721;3792510;-57455;-117898;5203720;5411639;1769280,04;1799597,43;2.185.440,96;1.992.912,57;3843642;3843642;3824861;3824861;77265;77265;77074;11470;33901,1;18970
77057767;5107148;22033476;Zdravstveni dom Nova Gorica;Rej?eva ulica 4;Nova Gorica;5000;5;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;265;NE;NE;NE;DA;2018;1;30.05.2019;12496011;11428507;340.673,00;176.447,00;15418236;14992599;10329734,99;9466519,79;2.166.276,01;1.961.987,21;11167434;11167434;10892215;10892215;849556;849556;1285541;207482;7274394;6562354
65045238;5500389;45027333;DOM STAREJŠIH OB?ANOV ILIRSKA BISTRICA;Kidri?eva ulica 15;Ilirska Bistrica;6250;6;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;109;NE;NE;NE;DA;2018;1;30.05.2019;3700938;3648141;58.667,00;150.375,00;.379.418;6975065;1557856,38;1574723,74;2.143.081,62;2.073.417,26;3736780;3736780;3758383;3758383;314020;314020;327576;0;186664,4;0
81466757;5902967;22033666;DOM STAREJŠIH OB?ANOV KRŠKO;Kovinarska ulica 13;Krško;8270;8;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;112;NE;NE;NE;DA;2018;1;30.05.2019;3433863;3191712;5733;-162524;5235122;5200914;1299858,34;1380719,23;2.134.004,66;1.810.992,77;3187943;3187943;3165544;3165544;2332;2332;40296;93938;167045,52;127323
30350611;5050715;45022047;CSS Škofja Loka;Stara Loka 31;Škofja Loka;4220;4;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;122;NE;NE;NE;DA;2018;1;30.05.2019;4076537;3931272;79.305,00;87.743,00;5146037;4946538;1956436,95;1663695,84;2.120.100,05;2.267.576,16;3782318;3782318;3718642;3718642;106443;106443;79625;12600;954255,79;1338751
81248504;5050847;45022550;DOM UPOKOJENCEV VRHNIKA;Idrijska cesta 13;Vrhnika;1360;1;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;131;NE;NE;NE;DA;2018;1;30.05.2019;3787402;3797337;108.449,00;147.434,00;5089742;5094439;1673561,54;1588912,01;2.113.840,46;2.208.424,99;3800315;3800315;3765189;3765189;43985;43985;26782;5700;491247;526513
20504756;3506223;69149484;DOM POD GORCO d.o.o.;Pekrska cesta 56;Maribor;2000;2;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Srednje enote;91,21;NE;NE;DA;NE;2018;2;30.05.2019;3394118,53;3170018,13;16219,69;-31440,02;13843231,26;14289304,01;1281544,67;1273885,53;2.112.573,86;1.896.132,60;3213904,18;3213904,18;4182757,69;4182757,69;-39677,98;-39677,98;724857,4;35224,28;107955,88;81109,62
59542217;5748429;68185994;MD MEDICINA d.o.o.;Bohori?eva ulica 5 A;Ljubljana;1000;1;Q86.100;Bolnišni?na zdravstvena dejavnost;2;S.11002;Mikro enote;13,56;NE;DA;NE;NE;2018;1;30.05.2019;2645596,99;1428426,13;80486,31;-134610,5;3011144,91;2997876,7;580.699,62;106.048,39;2.064.897,37;1.322.377,74;418543,37;418543,37;207408;207408;-152066,46;-152066,46;-20281;83081,54;807165,78;781486,34
78494214;5055903;45023478;DOM UPOKOJENCEV POLZELA;Pot v Šenek 7;Polzela;3313;3;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;100;NE;NE;NE;NE;2018;1;30.05.2019;3532364;3351786;15.825,00;7.431,00;4870726;4740149;1490027,1;1317564,01;2.042.336,90;2.034.221,99;3316258;3316258;3160094;3160094;3192;3192;5085;325375,2;586237,34;360332,27
83235434;5055814;45023455;TRUBARJEV DOM UPOKOJENCEV;Loka pri Zidanem Mostu 48;Loka pri Zidanem Mostu;1434;1;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;96;NE;NE;DA;NE;2018;1;30.05.2019;3453275;3266395;146.331,00;172.363,00;4421764;4268959;1410955,89;1406081,33;2.042.319,11;1.860.313,67;3240665;3240665;3093032;3093032;247544;247544;154748;1771;1377800;1391432
24981486;5890357;68021749;ABAKUS-MEDICO, d.o.o.;Partizanska cesta 10;Rogaška Slatina;3250;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;532955,19;417490,79;1.221.955,38;1.051.183,07;1294389,5;1123954,43;365.581,14;327.735,89;167.374,05;89.754,90;419937,24;419937,24;419689;419689;959226,34;959226,34;900840;390583;87841175;78746215
30102090;5502420;22033543;ZDRAVSTVENI DOM PTUJ;Potr?eva cesta 19 A;Ptuj;2250;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;220;NE;NE;NE;DA;2018;1;30.05.2019;10198088;9452186;110.474,00;2.096,00;7600108;7423624;8175761,79;7558956,8;2.022.326,21;1.893.229,20;9393615;9393615;9311221;9311221;268331;268331;607945;19875;763902,07;705612
85433900;5049784;45019683;DSO Kamnik;Neveljska pot 26;Kamnik;1241;1;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;97;NE;NE;DA;NE;2018;1;30.05.2019;3185349;3027775;-57767;-63837;6141864;6252237;1163834,64;1241665,51;2.021.514,36;1.786.109,49;3003137;3003137;3074867;3074867;-12447;-12447;33915;21639;34776,27;66724
69025126;3884112;;MEDICAL FABJAN, d.o.o.;Ašker?eva ulica 14;Celje;3000;3;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3,04;DA;NE;NE;NE;2018;6;30.05.2019;1225419;768415;1.195.538,65;896.276,97;1391407,76;1121755,36;2.500,00;0;1.222.919,00;768.415,00;587260;587260;511904;511904;700334,42;700334,42;499963,5;1221608;30815066;31097440
20806434;5206758;22033455;EBERLOV DOM;Izlake 13;Izlake;1411;1;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;112;NE;NE;NE;DA;2018;1;30.05.2019;3429493;3303699;87.076,00;52.117,00;3198161;3091841;1460314,32;1549820,44;1.969.178,68;1.753.878,56;3198814;3198814;3009455;3009455;119292;119292;100312;8384;149404,44;144866
41729358;5728231;22033573;ZDRAVSTVENI DOM KOPER CASA DELLA SANITA CAPODISTRIA;Dellavallejeva ulica 3;Koper - Capodistria;6000;6;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;226;NE;NE;NE;DA;2018;1;30.05.2019;11144479;10377166;8.522,00;3.505,00;4720052;4853641;9183102,38;8659430,34;1.961.376,62;1.717.735,66;9789121;9789121;9294639;9294639;265196;265196;197040;52732;54711;69998
54512336;5274508;45017221;DOM STAREJŠIH OB?ANOV ?RNOMELJ;Ulica 21. oktobra 19 C;?rnomelj;8340;8;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;90;NE;NE;DA;NE;2018;1;30.05.2019;3336813;3192770;82.567,00;10.533,00;3837700;3441124;1388924,26;1317210,17;1.947.888,74;1.875.559,83;3129727;3129727;3032654;3032654;-11262;-11262;-4340;69579,92;405615,62;266857,25
91257107;5049652;45019657;DOM UPOKOJENCEV DOMŽALE;Karantanska cesta 5;Domžale;1230;1;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;84;NE;NE;DA;NE;2018;1;30.05.2019;2955844;2897510;51677;-45309;4553883;4516764;1034656,95;1178495,16;1.921.187,05;1.719.014,84;2834738;2834738;2862449;2862449;8089;8089;19702;-2090;150187,43;116739
59514116;1827162;45016244;DOM STAREJŠIH OB?ANOV FUŽINE;Nove Fužine 40;Ljubljana;1000;1;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;81;NE;NE;DA;NE;2018;1;30.05.2019;3276698;2919961;227.196,00;138.417,00;9807121;9053153;1371924,96;1040086,86;1.904.773,04;1.879.874,14;2716752;2716752;2650575;2650575;234350;234350;198634;396739;3662352;3434409
47489758;1999648;68050621;O?ESNI KIRURŠKI CENTER DR. PFEIFER d.o.o.;Dunajska cesta 22;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Majhne enote;8,88;DA;NE;NE;NE;2018;1;30.05.2019;2736962,19;2020536,74;1.125.340,34;831.189,52;2046707,23;2421999,89;1.125.332,31;1.007.307,08;1.611.629,88;1.013.229,66;1918270,67;1918270,67;1827587,87;1827587,87;797632,49;797632,49;779720,6;741011;14938205;15314453
81288379;5049750;45019677;DOM UPOKOJENCEV DR. FRANCETA BERGELJA, JESENICE;Ulica Staneta Bokala 4;Jesenice;4270;4;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;128;NE;NE;NE;DA;2018;1;30.05.2019;3748761;3583850;-6697;14927;4475531;4466666;1904630,15;1684634,88;1.844.130,85;1.899.215,12;3597504;3597504;3583504;3583504;31544;31544;55962;14824,54;53176,58;79866,6
91348030;5055857;45023464;DOM UPOKOJENCEV ŠMARJE PRI JELŠAH;Rakeževa ulica 8;Šmarje pri Jelšah;3240;3;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;107;NE;NE;NE;DA;2018;1;30.05.2019;3345176;3343638;7.437,00;8.858,00;3515599;3529344;1502549,03;1549410,96;1.842.626,97;1.794.227,04;3318933;3318933;3245476;3245476;-9126;-9126;-7377;16997,74;67752,84;60871,24
60031816;1973339;68610786;DOSOR d.o.o.;Prisojna cesta 4 A;Radenci;9252;9;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velike enote;93,44;NE;NE;DA;NE;2018;1;30.05.2019;3549975;3147146;161549;-45569;8649548;8758983;1707533,64;1552256,04;1.842.441,36;1.594.889,96;3144734;3144734;3061188;3061188;-58318;-58318;927;198634;8636858;8001267
66702895;5057167;45016300;DOM ZA VARSTVO ODRASLIH VELENJE;Kidri?eva cesta 23;Velenje;3320;3;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;95;NE;NE;DA;NE;2018;1;30.05.2019;3326219;3258196;-29292;-27103;2694186;2990960;1484067,69;1541478,97;1.842.151,31;1.716.717,03;3277632;3277632;3294597;3294597;268;268;160621;-9834;435431,59;210140
58155309;5050677;45022040;DOM UPOKOJENCEV SEŽANA;Ulica Ivana Turši?a 6;Sežana;6210;6;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;93;NE;NE;DA;NE;2018;1;30.05.2019;3123422;2900539;179.852,00;73.542,00;3686683;3657782;1297081,65;1217750,38;1.826.340,35;1.682.788,62;2798181;2798181;2771979;2771979;121301;121301;211249;39918;9197537;8803999
64971635;5820570;22033677;BOLNIŠNICA TOPOLŠICA;Topolšica 61;Topolšica;3326;3;Q86.100;Bolnišni?na zdravstvena dejavnost;2;S.13113;Velikost RS se ne izra?unava;234;NE;NE;NE;DA;2018;1;30.05.2019;11267242;12515900;-134594;1508581;8145503;8752850;9452031;11379250,28;1.815.211,00;1.136.649,72;10522970;10522970;10268252;10268252;-264392;-264392;1061;14775;42070,02;41029
17330246;5054940;22033505;BOLNIŠNICA SEŽANA;Cankarjeva ulica 4;Sežana;6210;6;Q86.100;Bolnišni?na zdravstvena dejavnost;2;S.13113;Velikost RS se ne izra?unava;154;NE;NE;NE;DA;2018;1;30.05.2019;8058316;7262635;256942;-45151;6519215;6589697;6248524,03;6083502,34;1.809.791,97;1.179.132,66;7323421;7323421;6911139;6911139;310954;310954;374404;77074;5645562;5713111
61005100;1580981;45016105;SON?NI DOM d.o.o.;Železnikova ulica 10;Maribor;2000;2;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11002;Srednje enote;97,6;NE;NE;DA;NE;2018;1;30.05.2019;3283065;3168282;272.404,00;152.636,00;8123324;8253374;1496904,49;1413477,67;1.786.160,51;1.754.804,33;3176684;3176684;3160691;3160691;209513;209513;315746;79625;4870299;4861751
25494694;2118831;68656918;KLINIKA DOKTOR 24 d.o.o.;Savska cesta 3;Ljubljana;1000;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Majhne enote;14,67;NE;DA;NE;NE;2018;1;30.05.2019;2291597,92;2003703,01;232.749,85;175.029,15;1502663,29;1089459,61;508.410,33;485.296,59;1.783.187,59;1.518.406,42;1929710,17;1929710,17;1497613;1497613;263534,58;263534,58;76035;59044;3183670;3218685
71668454;5055849;45023460;LAMBRECHTOV DOM, SLOVENSKE KONJICE;Šolska ulica 4;Slovenske Konjice;3210;3;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;90;NE;NE;DA;NE;2018;1;30.05.2019;3233044;3139405;63.992,00;7.117,00;8815155;8737940;1473684,42;1480249,97;1.759.359,58;1.659.155,03;3095162;3095162;3059635;3059635;1644;1644;39918;148685;981379,74;375932
30529999;1606689;45016120;DOM STAREJŠIH OB?ANOV LJUTOMER;Cesta I. slovenskega tabora 5;Ljutomer;9240;9;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;87;NE;NE;DA;NE;2018;1;30.05.2019;3032806;3004810;16.784,00;16.726,00;5999797;5995498;1289081,85;1370355,81;1.743.724,15;1.634.454,19;3061515;3061515;3009551;3009551;58146;58146;23933;26093,04;50132,2;47139,09
71142649;5181895;45016504;DOM PETRA UZARJA;Ro?evnica 58;Trži?;4290;4;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;98;NE;NE;DA;NE;2018;1;30.05.2019;3044202;3042487;77.265,00;244.415,00;3095076;3106954;1314431,86;1400950,36;1.729.770,14;1.641.536,64;2960899;2960899;2811393;2811393;206123;206123;184687;39868;243542,4;228256
22312650;5107172;22033473;ZD Zobozdravstveno varstvo Nova Gorica;Ulica Gradnikove brigade 7;Nova Gorica;5000;5;Q86.230;Zobozdravstvena dejavnost;9;S.13133;Velikost RS se ne izra?unava;82;NE;NE;DA;NE;2018;1;30.05.2019;4087332;3525845;29661;-32565;3145664;2904920;2379898,13;2180701,32;1.707.433,87;1.345.143,68;3303456;3303456;3094039;3094039;40611;40611;6503;-23975;96777,49;32894
57359032;1453823;45016045;DOM STAREJŠIH LOGATEC;Gub?eva ulica 8 A;Logatec;1370;1;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;80;NE;NE;DA;NE;2018;1;30.05.2019;2684643;2605296;7.711,00;34.419,00;5206795;5246011;993412,24;1058635,07;1.691.230,76;1.546.660,93;2595242;2595242;2430281;2430281;6210;6210;9636;3227;11835,54;14703
83428437;2169525;68865468;DSS d.o.o.;Dunajska cesta 198;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;733564,1;688540,69;1.119.034,33;1.348.245,32;1437376,45;1400887,35;0;0;733.564,10;688.540,69;592827,76;592827,76;647402;647402;1181078,66;1181078,66;995456;1491933;28915589;28733940
39847128;5107164;22033474;ZDRAVSTVENI DOM AJDOVŠ?INA;Tovarniška cesta 3;Ajdovš?ina;5270;5;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;130;NE;NE;NE;DA;2018;1;30.05.2019;6452723;5714077;149578;-77488;4497537;4217130;4779120,33;4779120,33;1.673.602,67;934.956,67;5527498;5527498;5242574;5242574;152504;152504;256715;-53654;3034765;3142696
87163403;5055890;45023476;DOM NINE POKORN GRMOVJE;Pernovo 4 A;Žalec;3310;3;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.13113;Velikost RS se ne izra?unava;144;NE;NE;NE;DA;2018;1;30.05.2019;4993841;4782835;52.640,00;77.733,00;5684865;5641472;3345234,17;3126420,99;1.648.606,83;1.656.414,01;4633242;4633242;4483857;4483857;103144;103144;92406;22048,07;63350,5;56047,78
15049736;5056853;22033514;ZD KAMNIK;Novi trg 26;Kamnik;1241;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;164;NE;NE;NE;DA;2018;1;30.05.2019;7405247;6488575;207.214,00;114.082,00;5040015;4735940;5776395,69;5031705,63;1.628.851,31;1.456.869,37;6357911;6357911;6049566;6049566;402241;402241;287490;182265;2372105;2282819
31372872;3626393;68923056;DIGITALNA SLIKOVNA DIAGNOSTIKA, d.o.o.;Puhova ulica 9 A;Ptuj;2250;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Majhne enote;8,42;DA;NE;NE;NE;2018;1;30.05.2019;2796776,37;1954740,88;1.104.023,15;606.552,37;4499126,26;2344786,25;1.865.007,32;1.503.256,41;931.769,05;451.484,47;1970126,61;1970126,61;1480994;1480994;716545,39;716545,39;503509;356920;29846435;23028684
44663633;5255783;45023831;DOM STAREJŠIH OB?ANOV KO?EVJE;Roška cesta 22;Ko?evje;1330;1;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;87;NE;NE;DA;NE;2018;1;30.05.2019;2789141;2626651;-112629;-163801;4444415;4552478;1207087,71;1141053,17;1.582.053,29;1.485.597,83;2626651;2626651;2788053;2788053;-163801;-163801;-7209;5677,38;129074,53;121889,59
39193365;1907026;68340313;KORA DENS d.o.o.;Kogovškova ulica 1;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;2,83;DA;NE;NE;NE;2018;1;30.05.2019;748990;642939;959.098,00;820.023,00;1012108;919312;3.295,00;0;745.695,00;642.939,00;828975;828975;648566;648566;643929;643929;438983;704042;27448162;28050685
32589948;5050464;45022010;DSO METLIKA;Mestni trg 16;Metlika;8330;8;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11001;Velikost RS se ne izra?unava;96;NE;NE;DA;NE;2018;1;30.05.2019;3021875;2955949;25.637,00;70.173,00;4577780;4550980;1444242,42;1332698,86;1.577.632,58;1.623.250,14;2892117;2892117;2766299;2766299;38076;38076;128163;209276,86;249110,32;241827,2
95823123;1804073;;HOLMED d.o.o.;Kapucinski trg 7;Škofja Loka;4220;4;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Majhne enote;15,1;NE;DA;NE;NE;2018;6;30.05.2019;1617284,69;1529430,7;112.941,73;159.611,16;1405911,12;1277351,3;45.185,92;46.243,71;1.572.098,77;1.483.186,99;1315686,43;1315686,43;1106237;1106237;116123,3;116123,3;105364;14568;408406,17;375101
